ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_7JXaO4e9cil2fmr,100,309,TRUE,EN,,"croapings,stroblings,thellering","hularing,thrurring,briagra",,,"ascodiments,bambeagna,figels",,"cazzagra,citocoli,seasslins","sweadles,thuckeding,fluckles",,"corsenations,caeduseousness,lusidour",,"caeduseousness,fereniration,alphociration",,"menaprigication,canmiobraine,squeanings",,,,"lusidour,selorine,seasslins","brolorous,erteycole,nusprils","rehotes,scayons,menaprigication","diadegons,squayophrenism,erteycole",,,,"ataulting,flompled,quiprigraphy","trambings,femiture,bambeagna",,"trilching,grumbered,menniated","wrartering,sauging,raruting",,,"spaightness,obsightness,repufling",,"grumbered,fifuffies,menniated",,,,"squeasts,chaspection,enrogiciously","conscrastions,saglidity,risitating","tyvuniated,prebicing,concinging","veysurition,fepupirition,erpechitades",,,Yes,"English, Cantonese",Native,Yes,No,Male,36
R_1mwn2cM571cXm9p,100,640,TRUE,EN,"crilollering,squeping,corsenations",,"diturably,hularing,thrurring",,"susteries,ancechuttos,thrurring",,"aspintades,rehotes,selorine",,,,"fleceils,corsenations,ipanelle","flicetock,fifuffies,grumbered","caeduseousness,fereniration,lusidour",,,"diadegons,corsenations,pylisation",,,"lusidour,bambeagna,selorine","brolorous,thellering,nusprils","scayons,ropsta,menaprigication",,,"corsenations,fluckles,squeping","forbicing,acribating,phongishments","flompled,fluckles,sweadles",,,,,"shoquets,concinging,fifuffies","encrocing,repufling,femiture",,"recightlectly,covigating,snially","bicrinations,urreocatry,liechersedding",,"squeanings,prynching,sauging",,,"snially,saglidity,risitating",,"veysurition,bambeagna,erpechitades","chrotutation,menniated,enrogiciously",,Yes,English and Hindi,Native,Yes,No,Female,34
R_7PaHMlYWXOXYQu1,100,500,TRUE,EN,,"croapings,canmiobraine,erteycole","hularing,thrurring,sweadles",,"fifuffies,fleceils,brolorous",,,"citocoli,seasslins,erdellation","sweadles,seasslins,thuckeding",,,"nusprils,susteries,operrhaging","lusidour,ascodiments,selorine","urpharities,ancechuttos,scayons",,,"myrticates,squeanings,acchots",,,"brolorous,crilollering,nusprils",,"diadegons,canmiobraine,squayophrenism","acchots,ardudellis,myrticates",,"phongishments,scuptitally,cacqueting",,,"covigating,squeasts,spaightness","quiprigraphy,grumbered,squeasts","zimbazza,sauging,raruting",,,,,"grumbered,fifuffies,liechersedding","diruditions,risitating,conscrastions","fluckles,squeanings,sauging","ancechuttos,phongishments,scuptitally",,,"urpharities,prebicing,concinging",,"femiture,chrotutation,pragingness",,Yes,Vietnamese,Native,Yes,No,Female,26
R_3mEw6wVXuqPAztL,11,9,FALSE,EN,,,"hularing,sweadles,susteries","thuckeding,igmanilating,nusprils",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_3D17cu4FRtrtxQe,100,174,TRUE,EN,"shomples,corsenations,ancechuttos",,,"squeanings,fluckles,igmanilating","ancechuttos,fleceils,brolorous",,,"cazzagra,citocoli,seasslins",,"dabbedness,briagra,margrel",,"flicetock,operrhaging,grumbered",,"igmanilating,urpharities,tygranate",,"incarpritation,operrhaging,pylisation",,"frumbered,margrel,citocoli",,"ancechuttos,thellering,nusprils","rehotes,scayons,ropsta",,"erdellation,ardudellis,myrticates",,"acribating,phongishments,scuptitally","flompled,fluckles,sauging",,,"quiprigraphy,trilching,menniated",,,"repufling,femiture,diruditions",,"chaspection,zimbazza,covigating","bicrinations,enrogiciously,liechersedding",,"fifuffies,squeanings,shoquets",,,"snially,saglidity,urerrivuration","urpharities,risitating,concinging","veysurition,fepupirition,saglidity",,,Yes,English ,Native,Yes,No,Female,33
R_1Syc7RAVL2O4bCN,100,101,TRUE,EN,,,"hularing,thrurring,flicetock","thuckeding,incarpritation,nusprils",,"ascodiments,figels,alphociration",,"ipanelle,citocoli,incarpritation","sweadles,thuckeding,fluckles",,,"fifuffies,operrhaging,grumbered",,,"frumbered,squeanings,briagra","incarpritation,operrhaging,pylisation",,"aspintades,tescourine,frumbered",,"crilollering,thellering,nusprils",,"pylisation,canmiobraine,squayophrenism",,"margrel,incarpritation,squeping",,"raruting,fluckles,sauging","femiture,dispights,bambeagna",,,"zimbazza,sauging,raruting","shoquets,concinging,urerrivuration",,,"chaspection,erpechitades,covigating","bicrinations,grumbered,urreocatry",,,,"squeasts,frumbered,chaspection","snially,conscrastions,obsightness",,,"menniated,snially,pragingness","scuptitally,urerrivuration,shoquets",Yes,English ,Native,Yes,No,Female,26
R_7DZmNNXK09Drol3,100,298,TRUE,EN,"crilollering,corsenations,scalilla",,,"igmanilating,cazzagra,incarpritation",,"boincole,bambeagna,flicetock",,"ipanelle,cazzagra,citocoli","sweadles,seasslins,thuckeding","dabbedness,briagra,whebbling",,,,"grumbered,urpharities,ancechuttos","frumbered,menaprigication,squeanings",,"susteries,acchots,urpharities",,"lusidour,selorine,seasslins",,,"diadegons,pylisation,erteycole",,"corsenations,margrel,caeduseousness",,"ataulting,flompled,quiprigraphy","prebicing,femiture,dispights",,"sweadles,trilching,dispights",,"cacqueting,urerrivuration,tyvuniated",,"spaightness,obsightness,bambeagna","zimbazza,erpechitades,snially",,,"raruting,prynching,sauging","erpechitades,phongishments,bicrinations",,,,"veysurition,saglidity,trambings",,"scuptitally,urerrivuration,refomped",Yes,spanish,Non-native but fluent,Yes,No,Female,35
R_3QK59StWokuN4Lj,100,336,TRUE,EN,,"croapings,stroblings,thellering",,"squeanings,fluckles,thuckeding","susteries,fifuffies,frumbered",,,"ipanelle,citocoli,seasslins","sweadles,fluckles,cazzagra",,,"flicetock,susteries,grumbered",,"grumbered,urpharities,ancechuttos",,"incarpritation,corsenations,pylisation","myrticates,acchots,urpharities",,,"brolorous,ancechuttos,nusprils","scayons,brolorous,menaprigication",,"ardudellis,selorine,myrticates",,"forbicing,acribating,phongishments",,"liechersedding,trambings,femiture",,,"wrartering,chaspection,raruting","shoquets,concinging,fifuffies",,,,"grumbered,urreocatry,menniated","diruditions,conscrastions,scuptitally",,"erpechitades,bicrinations,ataulting",,"snially,zimbazza,saglidity","sweadles,prebicing,risitating","veysurition,fepupirition,saglidity",,,Yes,Chinese ,Non-native but fluent,Yes,No,Female,35
R_17ps2pznufuwpWC,100,1212,TRUE,EN,,"croapings,stroblings,thellering","hularing,thrurring,sweadles",,,"ascodiments,bambeagna,flicetock",,"citocoli,seasslins,erdellation","sweadles,seasslins,cazzagra",,"fleceils,scalilla,lusidour",,,,"frumbered,menaprigication,briagra","squayophrenism,fifuffies,pylisation","susteries,acchots,corsenations","ascodiments,margrel,dabbedness",,,"rehotes,ropsta,thrurring",,"alphociration,selorine,myrticates",,"forbicing,acribating,crettoes","ataulting,flompled,fluckles",,,,"wrartering,sauging,raruting","shoquets,liechersedding,fifuffies",,"spaightness,obsightness,dispights","recightlectly,chaspection,covigating",,,"squeanings,shoquets,raruting","bicrinations,concinging,ataulting",,,,"fepupirition,saglidity,trambings","femiture,chrotutation,raruting",,Yes,Chinese,Non-native but fluent,Yes,No,Female,36
R_7D3hoTzWxjxFyql,100,285,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,fluckles,thuckeding",,"ascodiments,bambeagna,figels",,"ipanelle,cazzagra,citocoli","sweadles,crilollering,cazzagra","shomples,margrel,aspintades",,,"alphociration,acchots,ascodiments",,"menaprigication,canmiobraine,ipanelle",,,,"lusidour,selorine,fifuffies","brolorous,ancechuttos,thellering","scayons,ropsta,brolorous",,"erdellation,selorine,fereniration",,,"flompled,fluckles,sauging",,"refomped,squeasts,saglidity",,,"shoquets,concinging,tyvuniated","repufling,boincole,diruditions","spaightness,dispights,bambeagna",,,"conscrastions,scuptitally,phongishments",,"erpechitades,phongishments,scuptitally",,"snially,zimbazza,saglidity",,,"chrotutation,raruting,pragingness","scuptitally,urerrivuration,shoquets",Yes,"English, Armenian",Native,Yes,No,Female,36
R_5qscc0EUnEoGFwZ,4,176,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_1KlNRnnvdw3q01P,100,664,TRUE,EN,,,"diturably,hularing,thrurring","squeanings,thuckeding,incarpritation","ancechuttos,fleceils,brolorous","ascodiments,boincole,bambeagna",,,,"dabbedness,shomples,margrel",,"flicetock,gormidion,operrhaging","fereniration,alphociration,acchots",,,"incarpritation,squayophrenism,fifuffies",,"aspintades,tescourine,citocoli","lusidour,selorine,seasslins",,,"squayophrenism,erteycole,thuckeding",,"corsenations,margrel,squeping","acribating,crettoes,phongishments",,"trambings,femiture,dispights",,"quiprigraphy,trilching,menniated",,"cacqueting,tyvuniated,fifuffies",,,"frumbered,zimbazza,covigating","bicrinations,enrogiciously,grumbered",,,"bicrinations,concinging,ataulting",,"conscrastions,saglidity,risitating",,"fepupirition,saglidity,trambings",,"scuptitally,refomped,shoquets",Yes,english,Native,Yes,No,Female,37
R_6hxslZbRyEsBDPW,100,485,TRUE,EN,,,"diturably,hularing,thrurring","squeanings,thuckeding,igmanilating",,,"aspintades,scalilla,selorine","cazzagra,citocoli,seasslins",,,"fleceils,ipanelle,lusidour","flicetock,fifuffies,grumbered","caeduseousness,fereniration,alphociration",,"frumbered,menaprigication,thrurring",,,"ascodiments,tescourine,citocoli","lusidour,selorine,cazzagra",,"rehotes,scayons,brolorous",,,"corsenations,margrel,squeping","acribating,crettoes,scuptitally",,"prebicing,trambings,femiture",,,"wrartering,chaspection,sauging","shoquets,concinging,tyvuniated",,"spaightness,obsightness,dispights",,"bicrinations,enrogiciously,menniated",,"squeanings,shoquets,raruting","ancechuttos,phongishments,concinging",,,,"veysurition,fepupirition,saglidity",,"scuptitally,urerrivuration,flompled",Yes,English/Armenian,Non-native but fluent,Yes,No,Female,43
R_32OX0aa3B2EBI0U,100,245,TRUE,EN,,"stroblings,canmiobraine,erteycole","diturably,hularing,thrurring",,,"ascodiments,bambeagna,alphociration","erpechitades,marreccone,scalilla",,"pragingness,crilollering,thuckeding","dabbedness,shomples,whebbling",,,,,"menaprigication,canmiobraine,briagra","operrhaging,squayophrenism,corsenations","susteries,corsenations,urpharities","ascodiments,aspintades,tescourine",,,,,"alphociration,selorine,fereniration","incarpritation,squeping,caeduseousness","phongishments,repufling,cacqueting",,"trambings,bambeagna,tyvuniated",,"sweadles,dispights,squeasts",,"liechersedding,urerrivuration,tyvuniated",,"spaightness,obsightness,urpharities","recightlectly,chaspection,zimbazza",,,,"ancechuttos,bicrinations,ataulting","boincole,fereniration,enrogiciously",,"tyvuniated,prebicing,concinging",,,"urerrivuration,flompled,ancechuttos",Yes,english ,Native,Yes,No,Male,29
R_10qqlLVloioklIE,2,5,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_3cH8i9giiWycL3r,100,308,TRUE,EN,"crilollering,corsenations,scalilla","stroblings,thellering,erteycole",,,,"ascodiments,boincole,bambeagna",,"ipanelle,cazzagra,seasslins",,"briagra,margrel,whebbling",,"gormidion,fifuffies,grumbered","acchots,lusidour,selorine",,"menaprigication,briagra,thrurring",,"tygranate,myrticates,urpharities",,,"brolorous,erteycole,nusprils","rehotes,ropsta,menaprigication",,,"corsenations,margrel,fluckles","phongishments,scuptitally,cacqueting","flompled,fluckles,sweadles",,,,"rechetsel,chaspection,raruting",,"boincole,femiture,diruditions","obsightness,dispights,bambeagna","recightlectly,erpechitades,snially",,,,"bicrinations,scuptitally,ataulting",,"snially,saglidity,urerrivuration",,,"menniated,raruting,enrogiciously","urreocatry,urerrivuration,flompled",Yes,English,Native,Yes,No,Female,28
R_5fSRdhBfprD661s,100,431,TRUE,EN,"crilollering,squeping,ancechuttos",,,"squeanings,thuckeding,cazzagra",,"ascodiments,myrticates,figels","erpechitades,scalilla,diturably",,"pragingness,thuckeding,fluckles",,,"flicetock,susteries,grumbered",,"grumbered,urpharities,bambeagna","frumbered,menaprigication,thrurring",,,,"bambeagna,selorine,seasslins","ancechuttos,grumbered,nusprils",,"figels,canmiobraine,erteycole",,"margrel,incarpritation,caeduseousness",,"raruting,sweadles,sauging",,"crilders,squeasts,spaightness",,"rechetsel,sauging,raruting","liechersedding,urerrivuration,tyvuniated",,,,"bicrinations,menniated,liechersedding","diruditions,conscrastions,phongishments",,,"chaspection,fereniration,enrogiciously","snially,saglidity,urerrivuration",,"veysurition,fepupirition,bambeagna",,"refomped,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,25
R_1BfeakpxH9Pcfbr,100,583,TRUE,EN,"crilollering,whebbling,scalilla","croapings,stroblings,thellering",,,,,"marreccone,aspintades,selorine","cazzagra,thuckeding,incarpritation","sweadles,thuckeding,fluckles","dabbedness,shomples,whebbling",,,,"igmanilating,urpharities,ancechuttos",,"squayophrenism,fifuffies,corsenations","susteries,corsenations,urpharities",,,"brolorous,thellering,nusprils",,,"acchots,ardudellis,myrticates","fluckles,incarpritation,caeduseousness",,,"trambings,femiture,bambeagna","crilders,refomped,erpechitades",,"wrartering,pragingness,zimbazza",,"encrocing,prynching,diruditions",,,"fifuffies,menniated,liechersedding","conscrastions,raruting,scuptitally","squeanings,shoquets,sauging",,,"saglidity,urerrivuration,obsightness",,"veysurition,fepupirition,saglidity",,"urreocatry,urerrivuration,shoquets",Yes,"English, German, Portuguese",Native,Yes,No,Female,31
R_3K3dcICHBeLDSSZ,2,5,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_6UeVVqF4J0SJcno,100,260,TRUE,EN,"corsenations,ancechuttos,scalilla",,"hularing,thrurring,flicetock",,"fifuffies,fleceils,brolorous",,"erpechitades,marreccone,rehotes",,,"dabbedness,shomples,whebbling","scalilla,caeduseousness,ipanelle",,,"grumbered,igmanilating,urpharities","frumbered,menaprigication,squeanings",,,"aspintades,tescourine,margrel",,"erteycole,grumbered,nusprils","scayons,ropsta,menaprigication",,,"figelled,incarpritation,squeping",,"raruting,ataulting,flompled",,"crilders,refomped,erpechitades",,,"concinging,liechersedding,tyvuniated","repufling,urpharities,diruditions","obsightness,urpharities,bambeagna",,,"diruditions,conscrastions,phongishments","shoquets,prynching,sauging",,,"zimbazza,urerrivuration,risitating","tyvuniated,urpharities,concinging",,"femiture,menniated,pragingness",,Yes,English and Spanish,Native,Yes,No,Female,33
R_6CTyXUtyGtCTurK,100,418,TRUE,EN,,"thellering,ropsta,canmiobraine","diturably,hularing,briagra",,,,"rehotes,scalilla,selorine","cazzagra,citocoli,incarpritation",,"dabbedness,shomples,margrel",,"flicetock,fifuffies,grumbered",,,"menaprigication,ipanelle,squeanings","operrhaging,squayophrenism,pylisation",,"ascodiments,aspintades,citocoli","lusidour,fifuffies,seasslins",,"rehotes,scayons,ropsta",,"erdellation,selorine,fereniration",,"forbicing,crettoes,phongishments","ataulting,fluckles,sauging",,,,"wrartering,pragingness,sauging","shoquets,concinging,fifuffies",,,"chaspection,zimbazza,erpechitades",,"diruditions,risitating,raruting","squeanings,raruting,prynching",,"bambeagna,boincole,fereniration",,"tyvuniated,urpharities,concinging","fepupirition,bambeagna,trambings",,,Yes,English,Native,Yes,No,Female,34
R_6CK4v7eEyv78y2l,100,1252,TRUE,EN,"crilollering,whebbling,corsenations",,,"squeanings,igmanilating,incarpritation",,"ascodiments,myrticates,alphociration","erpechitades,aspintades,scalilla",,"sweadles,pragingness,cazzagra","dabbedness,shomples,margrel",,,,"igmanilating,urpharities,scayons","menaprigication,canmiobraine,thrurring",,"tygranate,susteries,urpharities",,,"ancechuttos,erteycole,nusprils",,"figels,diadegons,canmiobraine",,"corsenations,figelled,caeduseousness",,,"trambings,femiture,dispights","crilders,refomped,erpechitades","sweadles,dispights,menniated",,"shoquets,concinging,fifuffies",,"spaightness,obsightness,dispights",,,"diruditions,risitating,conscrastions","squeanings,shoquets,sauging",,"bambeagna,squeasts,chaspection",,"tyvuniated,sweadles,risitating",,,"scuptitally,urreocatry,urerrivuration",Yes,English,Native,Yes,No,Female,40
R_3XcDpOcq6UN8Y5r,100,360,TRUE,EN,,"croapings,thellering,canmiobraine",,"squeanings,thuckeding,igmanilating",,"myrticates,figels,flicetock",,"ipanelle,seasslins,erdellation",,"briagra,shomples,aspintades","corsenations,scalilla,caeduseousness",,"fereniration,alphociration,acchots",,,"operrhaging,diadegons,pylisation","susteries,acchots,urpharities",,,"crilollering,grumbered,nusprils",,,"erdellation,ardudellis,myrticates","corsenations,squeping,caeduseousness",,"ataulting,flompled,sweadles","trambings,femiture,bambeagna",,,"wrartering,chaspection,sauging",,"repufling,urpharities,femiture","spaightness,dispights,bambeagna",,"bicrinations,fifuffies,menniated",,"squeanings,prynching,sauging","erpechitades,phongishments,ataulting",,,,"veysurition,fepupirition,bambeagna","chrotutation,menniated,pragingness",,Yes,English,Native,Yes,No,Female,31
R_7stk3PibdqSNdx7,100,200,TRUE,EN,"corsenations,ancechuttos,scalilla",,,"squeanings,cazzagra,nusprils","susteries,ancechuttos,fleceils","ascodiments,myrticates,figels",,,,,"corsenations,scalilla,ascodiments","flicetock,gormidion,grumbered","caeduseousness,fereniration,lusidour","urpharities,bambeagna,scayons",,,"myrticates,susteries,urpharities",,,"ancechuttos,thellering,nusprils",,"figels,canmiobraine,thuckeding","erdellation,ardudellis,selorine",,,"raruting,ataulting,flompled",,"crilders,covigating,refomped","sweadles,trilching,menniated","wrartering,pragingness,sauging",,,"obsightness,dispights,urpharities",,"enrogiciously,urreocatry,liechersedding",,,,"bambeagna,boincole,fereniration","snially,zimbazza,urerrivuration",,"saglidity,fifuffies,trambings",,"scuptitally,flompled,shoquets",Yes,English & Chinese,Native,Yes,No,Male,36
R_1mbfPyuGafxnLk5,100,243,TRUE,EN,,,"thrurring,sweadles,briagra","fluckles,igmanilating,incarpritation",,"ascodiments,bambeagna,myrticates",,"citocoli,seasslins,erdellation","sweadles,seasslins,fluckles",,"scalilla,caeduseousness,lusidour",,"acchots,lusidour,selorine","grumbered,urpharities,ancechuttos",,,"tygranate,corsenations,urpharities",,,"ancechuttos,erteycole,crilollering",,"figels,diadegons,canmiobraine","alphociration,selorine,myrticates",,,"raruting,ataulting,flompled","liechersedding,bambeagna,tyvuniated",,"trilching,grumbered,squeasts",,"concinging,liechersedding,tyvuniated",,,"chaspection,zimbazza,covigating",,"diruditions,conscrastions,phongishments","fifuffies,shoquets,raruting","phongishments,concinging,scuptitally",,,"urpharities,sweadles,concinging",,,"scuptitally,refomped,flompled",Yes,Chinese,Non-native but fluent,Yes,No,Non-binary / third gender,27
